epoch,train_loss,train_acc,test_acc,train_detached_loss,test_detached_loss,optimizer,loss_fn,repetition,initial_lr,actual_lr
24,3.208038261958531,0.2976190476190476,0.2857142857142857,0.05690279673962366,0.08143528018678937,Adam,FwdBwdLoss,9,0.001,0.001
25,3.2114468756176175,0.2976190476190476,0.2857142857142857,0.056673421746208555,0.081246018409729,Adam,FwdBwdLoss,9,0.001,0.001
26,3.1906146776108515,0.30357142857142855,0.2857142857142857,0.056431686594372706,0.08104845171882993,Adam,FwdBwdLoss,9,0.001,0.001
27,3.193120842888242,0.30357142857142855,0.2857142857142857,0.0561784789675758,0.080852020354498,Adam,FwdBwdLoss,9,0.001,0.001
28,3.183838969185239,0.30952380952380953,0.30952380952380953,0.055914945545650664,0.08066494124276298,Adam,FwdBwdLoss,9,0.001,0.001
29,3.179737057004656,0.3214285714285714,0.3333333333333333,0.05563685156050183,0.08046091738201323,Adam,FwdBwdLoss,9,0.001,0.001
30,3.171999216079712,0.3630952380952381,0.3333333333333333,0.05533889787537711,0.08023920229503087,Adam,FwdBwdLoss,9,0.001,0.001
31,3.164732047489711,0.375,0.3333333333333333,0.05502316710494813,0.08000021037601289,Adam,FwdBwdLoss,9,0.001,0.001
32,3.1485339119320823,0.41666666666666663,0.30952380952380953,0.05467941647484189,0.07972650868552071,Adam,FwdBwdLoss,9,0.001,0.001
33,3.15168251310076,0.4107142857142857,0.3571428571428571,0.05430403919447036,0.07943070218676612,Adam,FwdBwdLoss,9,0.001,0.001
34,3.1432694480532692,0.33928571428571425,0.21428571428571427,0.0539006328298932,0.07912761256808326,Adam,FwdBwdLoss,9,0.001,0.001
35,3.1299525783175515,0.3214285714285714,0.23809523809523808,0.05347188171886262,0.07882046415692284,Adam,FwdBwdLoss,9,0.001,0.001
36,3.1172424725123813,0.33928571428571425,0.23809523809523808,0.05301597075802939,0.07849815062114171,Adam,FwdBwdLoss,9,0.001,0.001
37,3.1108916146414622,0.31547619047619047,0.23809523809523808,0.05253001550833384,0.07817161650884719,Adam,FwdBwdLoss,9,0.001,0.001
38,3.1119349797566733,0.3214285714285714,0.23809523809523808,0.05207903044564383,0.07785975081580025,Adam,FwdBwdLoss,9,0.001,0.001
39,3.0891229198092507,0.3333333333333333,0.23809523809523808,0.051624540771756856,0.07760546320960635,Adam,FwdBwdLoss,9,0.001,0.001
40,3.075415770212809,0.3630952380952381,0.23809523809523808,0.05116568647679828,0.07736538137708392,Adam,FwdBwdLoss,9,0.001,0.001
41,3.071643341155279,0.3630952380952381,0.23809523809523808,0.050731757567042395,0.07712334962118239,Adam,FwdBwdLoss,9,0.001,0.001
42,3.064922321410406,0.3630952380952381,0.23809523809523808,0.05031465348743257,0.07689728623344785,Adam,FwdBwdLoss,9,0.001,0.001
43,3.051658448718843,0.3571428571428571,0.23809523809523808,0.049900569376491365,0.07665203298841204,Adam,FwdBwdLoss,9,0.001,0.001
44,3.0338839349292575,0.35119047619047616,0.23809523809523808,0.049507186526343935,0.07634949684143066,Adam,FwdBwdLoss,9,0.001,0.001
45,3.0493748301551458,0.3571428571428571,0.23809523809523808,0.0491133417401995,0.07608477558408465,Adam,FwdBwdLoss,9,0.001,0.001
46,3.0360033625648137,0.369047619047619,0.23809523809523808,0.04874086592878614,0.07582711321966988,Adam,FwdBwdLoss,9,0.001,0.001
47,3.0136204106467113,0.38690476190476186,0.23809523809523808,0.04838243836448306,0.0755586340313866,Adam,FwdBwdLoss,9,0.001,0.001
48,3.0122661136445545,0.375,0.23809523809523808,0.04802370355242774,0.07527715535390944,Adam,FwdBwdLoss,9,0.001,0.001
49,3.008262736456735,0.38095238095238093,0.23809523809523808,0.04765071258658454,0.07506567807424636,Adam,FwdBwdLoss,9,0.001,0.001
50,2.984626815432594,0.375,0.23809523809523808,0.04727542116528466,0.07486704417637416,Adam,FwdBwdLoss,9,0.001,0.001
51,2.9957762445722307,0.39285714285714285,0.23809523809523808,0.04691631737209502,0.07460481779915946,Adam,FwdBwdLoss,9,0.001,0.001
52,2.9709658395676386,0.38095238095238093,0.23809523809523808,0.04655246294680096,0.07430844931375413,Adam,FwdBwdLoss,9,0.001,0.001
53,2.9688798700060164,0.38095238095238093,0.26190476190476186,0.04619938773768289,0.07398799771354311,Adam,FwdBwdLoss,9,0.001,0.001
54,2.964293979463123,0.4107142857142857,0.26190476190476186,0.045880145969845,0.07362213588896252,Adam,FwdBwdLoss,9,0.001,0.001
55,2.9523959841047014,0.4107142857142857,0.26190476190476186,0.04554600587912968,0.07321751117706299,Adam,FwdBwdLoss,9,0.001,0.001
56,2.94271301087879,0.4107142857142857,0.26190476190476186,0.04517490452244168,0.07288125299272083,Adam,FwdBwdLoss,9,0.001,0.001
57,2.94317821093968,0.41666666666666663,0.26190476190476186,0.04480504918666113,0.07260582560584658,Adam,FwdBwdLoss,9,0.001,0.001
58,2.948308308919271,0.4226190476190476,0.26190476190476186,0.04445480519816989,0.07234273354212443,Adam,FwdBwdLoss,9,0.001,0.001
59,2.9231495630173456,0.4226190476190476,0.2857142857142857,0.04409859081109365,0.07200785194124494,Adam,FwdBwdLoss,9,0.001,0.001
60,2.9256559099469865,0.41666666666666663,0.2857142857142857,0.04374476273854574,0.07174068405514672,Adam,FwdBwdLoss,9,0.001,0.001
61,2.9066611925760903,0.42857142857142855,0.2857142857142857,0.04339287039779481,0.07145529985427856,Adam,FwdBwdLoss,9,0.001,0.001
62,2.9010988984789168,0.4345238095238095,0.30952380952380953,0.04306367394470033,0.07117728108451479,Adam,FwdBwdLoss,9,0.001,0.001
63,2.8997485751197454,0.44047619047619047,0.30952380952380953,0.04271395930222103,0.0709128323055449,Adam,FwdBwdLoss,9,0.001,0.001
64,2.8838868935902915,0.45238095238095233,0.30952380952380953,0.04237466340973264,0.07058002551396687,Adam,FwdBwdLoss,9,0.001,0.001
65,2.8786061831883023,0.47023809523809523,0.30952380952380953,0.04207104870251247,0.070320725440979,Adam,FwdBwdLoss,9,0.001,0.001
66,2.8884426071530296,0.4583333333333333,0.30952380952380953,0.04175146704628354,0.07003209988276164,Adam,FwdBwdLoss,9,0.001,0.001
67,2.8577238605135964,0.4583333333333333,0.30952380952380953,0.04139194389184316,0.06966942548751831,Adam,FwdBwdLoss,9,0.001,0.001
68,2.853419224421183,0.47023809523809523,0.30952380952380953,0.04104878576028915,0.0693049601146153,Adam,FwdBwdLoss,9,0.001,0.001
69,2.860354321343558,0.4821428571428571,0.3571428571428571,0.04076602700210753,0.06911898510796684,Adam,FwdBwdLoss,9,0.001,0.001
70,2.855272962933495,0.4880952380952381,0.38095238095238093,0.040490196574301945,0.06892255658195132,Adam,FwdBwdLoss,9,0.001,0.001
71,2.853408211753482,0.4821428571428571,0.40476190476190477,0.040235256510121484,0.06873236099878947,Adam,FwdBwdLoss,9,0.001,0.001
72,2.8410330499921526,0.494047619047619,0.40476190476190477,0.039955474791072663,0.06844047705332439,Adam,FwdBwdLoss,9,0.001,0.001
73,2.8433451425461542,0.4821428571428571,0.40476190476190477,0.039687782526016235,0.06808133068538848,Adam,FwdBwdLoss,9,0.001,0.001
74,2.8152962866283597,0.5238095238095237,0.42857142857142855,0.039395010187512354,0.06767122234616961,Adam,FwdBwdLoss,9,0.001,0.001
75,2.810800075531006,0.5535714285714285,0.38095238095238093,0.039096878398032414,0.067258616288503,Adam,FwdBwdLoss,9,0.001,0.001
76,2.8085086799803234,0.5357142857142857,0.38095238095238093,0.03879161675771078,0.06676702556155976,Adam,FwdBwdLoss,9,0.001,0.001
77,2.79115553129287,0.5535714285714285,0.38095238095238093,0.03850442171096802,0.06630725519997734,Adam,FwdBwdLoss,9,0.001,0.001
78,2.7918706848507835,0.5357142857142857,0.38095238095238093,0.03824276867366973,0.06586110308056786,Adam,FwdBwdLoss,9,0.001,0.001
79,2.7996692203340077,0.5595238095238095,0.38095238095238093,0.038005324346678596,0.06553731929688227,Adam,FwdBwdLoss,9,0.001,0.001
80,2.7956891854604087,0.5654761904761905,0.3571428571428571,0.03779118224268868,0.0653094592548552,Adam,FwdBwdLoss,9,0.001,0.001
81,2.7605435167040144,0.5416666666666666,0.3571428571428571,0.03757122478314808,0.06505682922544934,Adam,FwdBwdLoss,9,0.001,0.001
82,2.776216223126366,0.5535714285714285,0.3571428571428571,0.03735086002520153,0.06475847675686791,Adam,FwdBwdLoss,9,0.001,0.001
83,2.7659213883536204,0.5535714285714285,0.3571428571428571,0.03713847803218024,0.06452832619349162,Adam,FwdBwdLoss,9,0.001,0.001
84,2.7811940624600364,0.5535714285714285,0.3571428571428571,0.03694636623064677,0.06443455389567784,Adam,FwdBwdLoss,9,0.001,0.001
85,2.7534991786593483,0.5714285714285714,0.3571428571428571,0.03675588042963119,0.06426988045374553,Adam,FwdBwdLoss,9,0.001,0.001
86,2.7731142725263322,0.5535714285714285,0.40476190476190477,0.03655989751929328,0.06395899681817918,Adam,FwdBwdLoss,9,0.001,0.001
87,2.743519873846145,0.5773809523809523,0.42857142857142855,0.036314514776070915,0.06346950928370158,Adam,FwdBwdLoss,9,0.001,0.001
88,2.7321632703145347,0.5476190476190476,0.45238095238095233,0.03608556091785431,0.06302948225112188,Adam,FwdBwdLoss,9,0.001,0.001
89,2.735645157950265,0.5833333333333333,0.45238095238095233,0.035856090840839204,0.06270646765118554,Adam,FwdBwdLoss,9,0.001,0.001
90,2.730410303388323,0.5714285714285714,0.47619047619047616,0.035631664806888216,0.062405015741075785,Adam,FwdBwdLoss,9,0.001,0.001
91,2.7470446768261136,0.5714285714285714,0.47619047619047616,0.03541729634716397,0.062169977596827915,Adam,FwdBwdLoss,9,0.001,0.001
92,2.7371058691115606,0.5892857142857143,0.47619047619047616,0.035241043993404934,0.06202220916748047,Adam,FwdBwdLoss,9,0.001,0.001
93,2.7028598217737105,0.5714285714285714,0.47619047619047616,0.035037752063501446,0.061765006610325406,Adam,FwdBwdLoss,9,0.001,0.001
94,2.718238489968436,0.5654761904761905,0.5952380952380952,0.03482500570161002,0.06157972699119931,Adam,FwdBwdLoss,9,0.001,0.001
95,2.71469217255002,0.6071428571428571,0.5952380952380952,0.03460551549990972,0.06133611429305304,Adam,FwdBwdLoss,9,0.001,0.001
96,2.6992294447762624,0.6011904761904762,0.6190476190476191,0.034369045070239475,0.060865212054479687,Adam,FwdBwdLoss,9,0.001,0.001
97,2.7071576572599865,0.6369047619047619,0.6190476190476191,0.03412930241652897,0.0603775353658767,Adam,FwdBwdLoss,9,0.001,0.001
98,2.6920230048043385,0.6547619047619048,0.6190476190476191,0.03392656324874787,0.06009808040800549,Adam,FwdBwdLoss,9,0.001,0.001
99,2.691241434642247,0.625,0.6428571428571428,0.03378424793481827,0.059948924041929696,Adam,FwdBwdLoss,9,0.001,0.001
100,2.673333769752866,0.6547619047619048,0.6190476190476191,0.03356140745537622,0.05967014176504953,Adam,FwdBwdLoss,9,0.001,0.001
